,id,title,overview,release_date,popularity,vote_average,vote_count
7085,848187,Role Play,Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.,2024-01-04,166.2,6.071,385
7086,308453,The Bronze,"In 2004, Hope Ann Greggory became an American hero after winning the bronze medal for the women's gymnastics team. Today, she's still living in her small hometown, washed-up and embittered. Stuck in the past, Hope must reassess her life when a promising young gymnast threatens her local celebrity status.",2016-01-22,13.187,6.1,353
7087,201086,Cuban Fury,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.",2014-02-14,13.679,6.071,304
7088,48572,Red State,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",2011-08-19,14.618,6.071,889
7089,9397,Evolution,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",2001-06-08,43.392,6.1,2095
7090,77951,Walking with Dinosaurs,"In a time when dinosaurs rule the Earth, the smallest dinosaur of the herd, a playful Pachyrhinosaurus named Patchi, embarks on the biggest adventure of his life. As he tries to find his place in a spectacular world filled with fun-loving friends and a few dangerous foes, Patchi will discover the courage he needs to become the leader of the herd and a hero for the ages.",2013-12-18,22.48,6.1,441
7091,11428,Sleepwalkers,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.",1992-04-10,31.595,6.07,492
7092,6520,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",1995-07-07,21.321,6.1,1123
7093,39210,Somewhere,"After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.",2010-09-03,12.482,6.069,691
7094,25769,Carriers,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",2009-09-04,35.038,6.069,1320
7095,14817,Good Burger,Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.,1997-07-25,43.641,6.07,469
7096,183836,The Brats,"Newly engaged, Thomas meets his future father-in-law Gilbert, who has been married for 30 years to Suzanne. Disillusioned Gilbert is convinced that his marriage has meant he's missed out on life. He persuades Thomas not to marry his daughter Lola and encourages him to drop everything else in his life as well. The two men then throw themselves into a new brats' life full of adventure, convinced that freedom is elsewhere. But at what cost do we rediscover our adolescent dreams?",2013-04-17,9.171,6.068,518
7097,106021,Erased,A former agent of the CIA and his estranged daughter go on the run after his employers target them for assassination.,2012-08-23,20.726,6.068,689
7098,13252,Cleaner,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",2007-09-11,27.289,6.068,776
7099,10562,Under Suspicion,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",2000-08-24,15.664,6.1,427
7100,10157,Police Academy 2: Their First Assignment,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",1985-03-28,31.337,6.068,1448
7101,598133,The F**k-It List,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently — and maybe still can.",2020-07-01,13.65,6.067,469
7102,315837,Ghost in the Shell,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",2017-03-29,39.399,6.1,7732
7103,16342,The Children,A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents,2008-12-05,14.437,6.067,360
7104,8130,Desperately Seeking Susan,"Roberta is a bored suburban housewife who is fascinated with a woman, Susan, she only knows about by reading messages to and from her in the personals section of the newspaper. This fascination reaches a peak when an ad with the headline ""Desperately Seeking Susan"" proposes a rendezvous. Roberta goes too, and in a series of events involving amnesia and mistaken identity, steps into Susan's life.",1985-03-29,11.38,6.1,400
7105,232572,A Walk in the Woods,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",2015-09-02,14.614,6.066,659
7106,228165,The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",2015-01-28,47.308,6.066,2246
7107,88751,Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",2008-07-10,33.335,6.1,4589
7108,30974,High Lane,"A group of friends on a climbing vacation ignore warnings that the mountains are closed and start their ascent anyway. Collapsing bridges, bear traps and other dangers threaten to splinter the group… when the real hell begins and an unseen villain begins picking them off one by one.",2009-06-24,14.528,6.1,393
7109,9637,Scooby-Doo,"When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",2002-06-14,43.536,6.066,4211
7110,6217,Cat People,"After years of separation, Irena Gallier and her minister brother, Paul, reunite in New Orleans. When zoologists capture a wild panther, Irena is drawn to the cat – and zoo curator Oliver to her. Soon, Paul will have to reveal the family secret: that when sexually aroused, they revert into predatory jungle cats.",1982-04-02,20.579,6.066,471
7111,593395,Diabolik,"1960s, the city of Clerville. The forthcoming visit of heiress Eva Kant, who'll be bringing a famous pink diamond with her, catches the attention of Diabolik, the infallible and elusive thief whose real identity is unknown: while trying to steal the jewel, he finds himself bewitched by Eva's charm, a feeling she may be reciprocating. But the police, led by relentless Inspector Ginko, is rapidly closing in on him...",2021-12-16,17.447,6.1,541
7112,44040,Devil,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",2010-09-16,19.138,6.065,2712
7113,38073,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",2010-08-27,16.008,6.065,696
7114,14636,The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",2007-04-27,24.666,6.065,734
7115,12088,Fortress,"In the future, the inmates of a private underground prison are computer-controlled with cameras, dream readers, and devices that can cause pain or death. John and his illegally pregnant wife Karen are locked inside ""The Fortress"" but are determined to escape before the birth of their baby.",1992-12-18,16.504,6.065,611
7116,9946,End of Days,"On 28 December 1999, the citizens of New York City are getting ready for the turn of the millennium. However, Satan decides to crash the party by coming to the city  and searching for his chosen bride — a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist named Jericho Cane.",1999-11-24,37.601,6.065,1736
7117,700391,65,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",2023-03-02,86.015,6.065,2054
7118,342521,Keanu,Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,2016-04-21,17.338,6.064,988
7119,10208,Muppets from Space,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",1999-07-14,17.284,6.064,305
7120,9298,Ali G Indahouse,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",2002-03-21,18.523,6.064,1284
7121,6623,The Peacemaker,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",1997-09-26,32.034,6.064,921
7122,664469,Amsterdam,"In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in American history.",2022-09-27,37.03,6.063,1326
7123,526896,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",2022-03-30,69.248,6.063,3980
7124,398920,He Even Has Your Eyes,"Paul is married to Sali. Everything would be fine if they could get a child. Until the day when Sali receives the call that they have been waiting for so long: their adoption file is approved. He is adorable, he is 6 months old, his name is Benjamin. He is blond with blue eyes and white. They - are black.",2017-01-18,10.489,6.063,493
7125,316023,Mike and Dave Need Wedding Dates,"Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.",2016-07-07,21.804,6.1,2382
7126,15092,Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,2009-04-16,34.284,6.063,2678
7127,9910,Two for the Money,A former college athlete joins forces with a sports consultant to handicap football games for high-rolling gamblers.,2005-10-07,12.481,6.063,589
7128,615677,We Can Be Heroes,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",2020-12-25,35.684,6.062,729
7129,76640,The Last Stand,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",2013-01-12,37.025,6.1,2671
7130,11419,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",1997-02-13,22.994,6.062,592
7131,9395,Above the Law,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",1988-04-08,25.06,6.1,634
7132,807172,The Exorcist: Believer,"Since his wife's death, Victor has raised his daughter Angela alone. After she and her friend return from a three-day disappearance with missing memories, they begin displaying frightening behavior reminiscent of the MacNeil possession fifty years prior.",2023-10-04,87.17,6.06,819
7133,10663,The Waterboy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,1998-11-06,31.97,6.061,1705
7134,664574,Silent Night,"Nell, Simon, and their boy Art are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.",2021-12-03,21.002,6.06,431
7135,207932,Inferno,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",2016-10-13,25.654,6.06,6019
7136,2268,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",2007-12-04,37.719,6.06,4357
7137,787298,Squared Love,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2021-02-11,16.202,6.059,303
7138,539181,Relic,"When elderly mother Edna inexplicably vanishes, her daughter rushes to the family's decaying home, finding clues of her increasing dementia scattered around the house in her absence.",2020-07-03,28.544,6.059,674
7139,11052,Yu-Gi-Oh! The Movie,"After the conclusion of the Battle City Tournament, deep below the sands of Egypt, an ancient evil has awakened. Anubis, who was defeated centuries ago by Yugi’s mysterious alter ego – the ancient Pharaoh – has returned for revenge. Wielding the power of the Eighth Millennium Item, Anubis is determined to destroy Yugi and take over the world.",2004-08-13,25.234,6.1,323
7140,6068,Six Days Seven Nights,"In the South Pacific island of Makatea, career-driven magazine editor Robin Monroe is on a week-long vacation getaway with her boyfriend, Frank Martin. An emergency work assignment in neighboring Tahiti requires Robin to hire the cantankerous pilot Quinn Harris who had flown them to the island on a sea plane. While flying, a powerful storm forces Quinn to make an emergency landing on a nearby deserted island. The dissimilar pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",1998-06-12,22.22,6.059,1375
7141,253235,And So It Goes,"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",2014-07-17,12.935,6.058,436
7142,4961,Mimic,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",1997-08-22,25.471,6.058,1018
7143,10137,Stuart Little,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while living with a human family as their child.",1999-12-17,76.177,6.057,4177
7144,643586,Willy's Wonderland,"When his car breaks down, a quiet loner agrees to clean an abandoned family fun center in exchange for repairs. He soon finds himself waging war against possessed animatronic mascots while trapped inside Willy's Wonderland.",2021-02-12,28.484,6.059,887
7145,524247,The Intruder,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,2019-05-03,27.481,6.056,543
7146,62213,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,2012-05-09,32.791,6.056,6901
7147,295830,Attack on Titan,"100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.",2015-08-01,28.735,6.055,702
7148,37652,Didier,"Jean-Pierre Costa is a football manager upon whom fate appears not to be smiling. First, a friend, Annabelle, dumps a pet Labrador named Didier on him whilst she goes off to make a report in Los Angeles. Next, one of his star players is injured, leaving him one player short for a crucial match. As if things could not get any worse, Costa wakes up one morning to find that that Didier has been transformed into a man...",1997-01-28,7.503,6.055,564
7149,10396,Tequila Sunrise,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",1988-12-02,20.264,6.055,473
7150,921636,The Out-Laws,"A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",2023-07-07,37.133,6.054,601
7151,395814,Rememory,The widow of a wise professor stumbles upon one of his inventions that's able to record and play a person's memory.,2017-09-08,25.568,6.054,410
7152,41505,6 Souls,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,2010-03-27,16.764,6.054,671
7153,10022,The Pacifier,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,2005-03-04,31.583,6.1,2909
7154,534,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",2009-05-20,51.629,6.054,6181
7155,457955,The Night Eats the World,"After waking up to find himself all alone in an apartment where a massive party was being held the night before, Sam is immediately forced to face a terrifying reality: the living dead have invaded the streets of Paris.",2018-03-07,14.963,6.053,648
7156,434203,Newness,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",2017-11-03,21.4,6.1,581
7157,421658,Final Score,"When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",2018-09-07,15.774,6.053,487
7158,12220,The Story of Us,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,1999-10-14,19.087,6.053,300
7159,9268,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",1996-06-21,27.59,6.053,1708
7160,13937,Raising Cain,"When neighborhood kids begin vanishing, Jenny suspects her child psychologist husband, Carter, may be resuming the deranged experiments his father performed on Carter when he was young. Now, it falls to Jenny to unravel the mystery. And as more children disappear, she fears for her own child's safety.",1992-08-07,17.154,6.052,318
7161,701175,The Paramedic,"Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",2020-09-16,13.111,6.051,602
7162,344041,Standoff,"A troubled veteran gets a chance at redemption by protecting a girl from an assassin after she witnesses a murder. Holding a shotgun with a single shell, he engages in physical and psychological warfare in a desperate fight for the girl's life.",2016-02-26,14.242,6.1,305
7163,335988,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",2017-06-16,63.747,6.051,5894
7164,328595,Parallels,An underground MMA fighter must confront his sister and his past in an adventure through parallel universes,2015-03-01,7.273,6.05,339
7165,35791,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2010-09-09,1.889,6.0,3634
7166,31203,Little Nicholas,"Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing changes. However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant! He panics and envisions the worst.",2009-09-30,11.561,6.05,1073
7167,864873,Hypnotic,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",2021-10-27,16.354,6.052,571
7168,519106,The Trouble with You,"Detective Yvonne is the widow of police chief Santi, a local hero in a town on the French Riviera. When she learns he was in fact a crooked cop, she tries to right his wrongs. Crossing paths with Antoine, a victim of Santi, sets off a series of wild events.",2018-10-06,12.134,6.048,433
7169,11077,Problem Child,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",1990-07-27,23.366,6.048,779
7170,1636,Bedazzled,"Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies.",2000-10-19,29.361,6.048,1765
7171,928381,Restless,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",2022-02-25,25.651,6.047,354
7172,254194,Starry Eyes,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.,2014-07-29,20.744,6.047,417
7173,309242,Mississippi Grind,"Gerry is a talented but down-on-his-luck gambler whose fortunes begin to change when he meets Curtis, a younger, highly charismatic poker player.  The two strike up an immediate friendship and Gerry quickly persuades his new friend to accompany him on a road trip to a legendary high stakes poker game in New Orleans. As they make their way down the Mississippi River, Gerry and Curtis manage to find themselves in just about every bar, racetrack, casino, and pool hall they can find, experiencing both incredible highs and dispiriting lows, but ultimately forging a deep and genuine bond that will stay with them long after their adventure is over.",2015-07-04,15.502,6.046,468
7174,64689,Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",2012-07-30,19.552,6.0,2043
7175,56339,Whatsoeverly,"Corrupt and sleazy entrepreneur Cetto La Qualunque comes back to Italy and ""jumps into politics"" lest his law-abiding opponent, Giovanni De Santis, is elected as mayor.",2011-01-21,7.486,6.046,519
7176,6466,Freddy vs. Jason,"Freddy enlists Jason to kill on his behalf on Elm Street, after realizing that he can't haunt dreams because people no longer fear him.",2003-08-15,32.857,6.045,2401
7177,849,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,1983-07-29,18.496,6.045,512
7178,152760,The Monuments Men,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",2014-01-24,26.485,6.044,3411
7179,60304,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",2013-01-17,39.076,6.044,6451
7180,9208,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",1996-02-09,37.277,6.043,1406
7181,15657,Tarzan II,"When one of his missteps puts his family in jeopardy, Tarzan decides they would be better off without him.",2005-06-13,35.588,6.042,1075
7182,46503,All Good Things,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",2010-12-03,17.34,6.041,857
7183,11082,The Seventh Sign,"Abby is a pregnant woman with a curious new boarder in the apartment over her garage. Turns out he's heaven-sent and is speeding along the Apocalypse by bloodying rivers, egging on plagues and following scripture word for word.",1988-04-01,26.65,6.041,328
7184,4283,Primeval,A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,2007-01-12,21.45,6.041,366
7185,205588,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday in Morocco. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",2016-05-05,10.994,6.04,514
7186,11932,Bride of Chucky,"Chucky is reborn when his old flame, Tiffany, rescues his battered doll parts from a police impound.",1998-10-16,38.627,6.0,1782
7187,11024,Scooby-Doo 2: Monsters Unleashed,"After solving their last mystery at Spooky Island, the Mystery Inc. gang is back in Coolsville, where they are being honored with their very own exhibit at the Coolsonian Criminology Museum. However, when a masked villain steals costumes of classic monsters on display and brings them to life, the gang must come out of retirement to solve the case.",2004-03-24,26.918,6.04,2570
7188,77883,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",2012-08-30,40.989,6.0,1515
7189,23048,Hot Tub Time Machine,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Craig is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",2010-03-26,23.288,6.0,2334
7190,10353,The Visitors II: The Corridors of Time,"The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",1998-02-11,21.646,6.039,946
7191,5852,Angel Eyes,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",2001-05-18,19.272,6.0,400
7192,3563,I Now Pronounce You Chuck & Larry,"Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core—which is why when widower Larry asks Chuck to pose as his lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.",2007-07-12,28.276,6.0,2205
7193,2575,The Tailor of Panama,"A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal.",2001-03-30,13.072,6.039,447
7194,578908,Bad Trip,This mix of a scripted buddy comedy road movie and a real hidden camera prank show follows the outrageous misadventures of two buds stuck in a rut who embark on a cross-country road trip to NYC. The storyline sets up shocking real pranks.,2021-03-26,15.781,6.038,494
7195,103620,Maniac,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",2012-12-26,20.27,6.0,876
7196,13700,Home on the Range,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",2004-04-02,42.45,6.038,1920
7197,8850,The Shadow,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",1994-07-01,16.318,6.038,484
7198,8324,Fast Food Nation,A dramatised examination of the health issues and social consequences of America's love affair with fast food.,2006-11-17,14.293,6.0,339
7199,2212,Nightwatch,A law student takes a job as a night watchman at a morgue and begins to discover clues that implicate him as the suspect in a series of murders.,1997-01-31,19.445,6.038,369
7200,840882,The Weekend Away,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.",2022-03-03,16.76,6.037,628
